y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
01,000,96,000,AL,Total Migration-US and Foreign,110485,233989,4831299
01,000,97,000,AL,Total Migration-US,109531,231674,4784342
01,000,97,001,AL,Total Migration-Same State,60635,129017,2461420
01,000,97,003,AL,Total Migration-Different State,48896,102657,2322922
01,000,98,000,AL,Total Migration-Foreign,954,2315,46957
01,001,96,000,AL,Autauga County Total Migration-US and Foreign,1950,4627,86731
01,001,97,000,AL,Autauga County Total Migration-US,1919,4533,84731
01,001,97,001,AL,Autauga County Total Migration-Same State,1245,2783,48148
01,001,97,003,AL,Autauga County Total Migration-Different State,674,1750,36583
01,001,98,000,AL,Autauga County Total Migration-Foreign,31,94,2000
01,001,01,001,AL,Autauga County Non-migrants,17690,41552,1036293
01,001,01,051,AL,Elmore County,442,1032,19383
01,001,01,101,AL,Montgomery County,404,877,13828
01,001,01,021,AL,Chilton County,60,146,1955
01,001,01,047,AL,Dallas County,55,125,1560
01,001,01,073,AL,Jefferson County,35,70,1140
01,001,57,005,FR,Foreign - APO/FPO ZIPs,31,94,2000
01,001,01,117,AL,Shelby County,26,56,1346
01,001,45,085,SC,Sumter County,21,95,552
01,001,01,097,AL,Mobile County,18,39,789
01,001,01,003,AL,Baldwin County,17,46,635
01,001,01,081,AL,Lee County,16,36,638
01,001,01,125,AL,Tuscaloosa County,14,23,576
01,001,01,123,AL,Tallapoosa County,13,26,466
01,001,12,113,FL,Santa Rosa County,13,30,1112
01,001,51,059,VA,Fairfax County,13,46,1055
01,001,08,041,CO,El Paso County,12,37,662
01,001,12,033,FL,Escambia County,12,25,505
01,001,01,013,AL,Butler County,10,23,500
01,001,01,085,AL,Lowndes County,10,21,210
01,001,13,215,GA,Muscogee County,10,16,384
01,001,48,029,TX,Bexar County,10,26,548
01,001,58,000,SS,Other flows - Same State,125,263,5123
01,001,59,000,DS,Other flows - Different State,583,1475,31765
01,001,59,001,DS,Other flows - Northeast,28,68,1447
01,001,59,003,DS,Other flows - Midwest,78,216,4413
01,001,59,005,DS,Other flows - South,379,912,20395
01,001,59,007,DS,Other flows - West,98,279,5510
01,001,57,009,FR,Foreign - Other flows,-1,-1,-1
01,003,96,000,AL,Baldwin County Total Migration-US and Foreign,6036,12340,370999
01,003,97,000,AL,Baldwin County Total Migration-US,6010,12284,369961
01,003,97,001,AL,Baldwin County Total Migration-Same State,2334,4774,134012
01,003,97,003,AL,Baldwin County Total Migration-Different State,3676,7510,235949
01,003,98,000,AL,Baldwin County Total Migration-Foreign,26,56,1038
01,003,01,003,AL,Baldwin County Non-migrants,66256,145809,4174116
01,003,01,097,AL,Mobile County,965,1919,57679
01,003,12,033,FL,Escambia County,381,753,17273
01,003,01,073,AL,Jefferson County,182,356,13158
01,003,01,117,AL,Shelby County,104,236,10697
01,003,01,125,AL,Tuscaloosa County,92,169,3615
01,003,01,053,AL,Escambia County,89,212,4066
01,003,01,101,AL,Montgomery County,87,172,5332
01,003,12,113,FL,Santa Rosa County,75,150,4197
01,003,01,089,AL,Madison County,67,132,4005
01,003,48,201,TX,Harris County,51,97,10479
01,003,01,081,AL,Lee County,50,98,2176
01,003,47,157,TN,Shelby County,45,101,3234
01,003,01,051,AL,Elmore County,42,87,1974
01,003,12,091,FL,Okaloosa County,40,79,3034
01,003,12,031,FL,Duval County,39,83,1677
01,003,13,067,GA,Cobb County,38,64,2935
01,003,13,121,GA,Fulton County,38,72,2247
01,003,01,069,AL,Houston County,37,78,1808
01,003,12,005,FL,Bay County,37,84,2109
01,003,28,047,MS,Harrison County,37,74,1795
01,003,01,047,AL,Dallas County,32,73,1627
01,003,13,135,GA,Gwinnett County,32,67,3117
01,003,01,115,AL,St. Clair County,31,56,1624
01,003,01,015,AL,Calhoun County,29,60,1788
01,003,01,025,AL,Clarke County,29,70,2294
01,003,01,099,AL,Monroe County,29,57,1202
01,003,22,103,LA,St. Tammany Parish,29,56,1957
01,003,28,059,MS,Jackson County,29,61,1744
01,003,01,001,AL,Autauga County,28,55,1208
01,003,06,073,CA,San Diego County,27,56,1317
01,003,01,123,AL,Tallapoosa County,26,69,753
01,003,12,086,FL,Miami-Dade County,26,50,953
01,003,01,095,AL,Marshall County,24,46,1052
01,003,04,013,AZ,Maricopa County,24,46,1128
01,003,48,113,TX,Dallas County,24,44,1086
01,003,12,057,FL,Hillsborough County,23,40,1035
01,003,01,035,AL,Conecuh County,22,51,1041
01,003,01,039,AL,Covington County,22,44,825
01,003,01,121,AL,Talladega County,22,49,995
01,003,06,037,CA,Los Angeles County,22,37,1139
01,003,13,089,GA,DeKalb County,22,41,914
01,003,17,031,IL,Cook County,22,31,1250
01,003,01,129,AL,Washington County,21,43,1462
01,003,01,103,AL,Morgan County,20,38,1017
01,003,22,071,LA,Orleans Parish,20,32,963
01,003,01,021,AL,Chilton County,19,37,767
01,003,01,055,AL,Etowah County,19,47,1069
01,003,22,033,LA,East Baton Rouge Parish,19,37,1358
01,003,12,095,FL,Orange County,18,31,575
01,003,37,119,NC,Mecklenburg County,18,28,1378
01,003,12,103,FL,Pinellas County,16,35,1019
01,003,22,051,LA,Jefferson Parish,16,33,1213
01,003,37,133,NC,Onslow County,16,29,441
01,003,01,077,AL,Lauderdale County,15,28,387
01,003,28,089,MS,Madison County,15,29,1138
01,003,57,005,FR,Foreign - APO/FPO ZIPs,15,37,968
01,003,01,009,AL,Blount County,14,26,566
01,003,12,011,FL,Broward County,14,26,777
01,003,22,055,LA,Lafayette Parish,14,27,544
01,003,28,075,MS,Lauderdale County,14,28,1674
01,003,47,037,TN,Davidson County,14,24,3243
